instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
University of Pennsylvania,Introduction to Programming with Python and Java,"{"" Computer Programming"","" Python Programming"","" Programming Principles"","" Java Programming"","" Computer Programming Tools"","" Data Analysis"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Critical Thinking"","" Data Analysis Software"","" Data Management"","" Data Visualization"","" Exploratory Data Analysis"","" Software Engineering"","" Data Science""}",4.4,1.5k,Beginner , Specialization ,90.0,False,"Introduction to Programming with Python and Java by University of Pennsylvania is a beginner-level online program designed to teach key skills such as Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Virginia,Entrepreneurship: Growing Your Business,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Business Development"","" Entrepreneurship"","" Human Learning"","" Business Analysis"","" Communication"","" Finance"","" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Organizational Development"","" Planning"","" Problem Solving"","" Business Transformation"","" Marketing"","" Sales"","" Business Design"","" Financial Management"","" Payments"","" Customer Success"","" Innovation""}",4.8,7.1k,Beginner , Specialization ,90.0,False,"Entrepreneurship: Growing Your Business by University of Virginia is a beginner-level online program designed to teach key skills such as Leadership and Management, Strategy and Operations, Strategy, Critical Thinking, Leadership Development, Decision Making, Business Development, Entrepreneurship, Human Learning, Business Analysis, Communication, Finance, Account Management, Accounting, Accounts Payable and Receivable, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Organizational Development, Planning, Problem Solving, Business Transformation, Marketing, Sales, Business Design, Financial Management, Payments, Customer Success, Innovation. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IESE Business School,Think like a CFO,"{"" Finance"","" Financial Accounting"","" Accounting"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Corporate Accouting"","" Market Analysis"","" Management Accounting""}",4.8,5.7k,Beginner , Specialization ,90.0,False,"Think like a CFO by IESE Business School is a beginner-level online program designed to teach key skills such as Finance, Financial Accounting, Accounting, Investment Management, Financial Management, Financial Analysis, Leadership and Management, Risk Management, Corporate Accouting, Market Analysis, Management Accounting. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,Fintech: Foundations & Applications of Financial Technology,"{"" FinTech"","" Finance"","" BlockChain"","" Innovation"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Risk Management"","" General Statistics"","" Payments"","" Behavioral Economics"","" Entrepreneurial Finance"","" Market Research"","" Cash Management"","" Cryptography"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Securities Trading"","" Applied Machine Learning"","" Machine Learning"","" Product Strategy"","" Business Transformation"","" Critical Thinking""}",4.6,3.5k,Beginner , Specialization ,90.0,False,"Fintech: Foundations & Applications of Financial Technology by University of Pennsylvania is a beginner-level online program designed to teach key skills such as FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Behavioral Economics, Entrepreneurial Finance, Market Research, Cash Management, Cryptography, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Critical Thinking. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Johns Hopkins University,Psychological First Aid,"{""(18.4k reviews)""}",4.8,18.4k,Mixed , Course ,40.0,False,Psychological First Aid by Johns Hopkins University is a mixed-level online program designed to teach key skills such as (18.4k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Google,Google Data Analytics (PT),"{"" Data Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Process Analysis"","" Databases"","" Data Management"","" Extract"","" Transform"","" Load"","" Statistical Programming"","" SQL"","" Business Analysis"","" Spreadsheet Software"","" Operational Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Visualization (Computer Graphics)"","" Communication"","" Critical Thinking"","" Interactive Data Visualization"","" Programming Principles"","" Statistical Visualization"","" Collaboration"","" Organizational Development"","" Plot (Graphics)"","" R Programming"","" Strategy"","" Tableau Software"","" Storytelling"","" Strategy and Operations"","" Business Communication"","" Graph Theory"","" Project Management"","" Data Structures"","" Graphic Design"","" Leadership and Management"","" System Security""}",4.9,2.9k,Beginner , Professional Certificate ,90.0,False,"Google Data Analytics (PT) by Google is a beginner-level online program designed to teach key skills such as Data Analysis, Data Visualization, Exploratory Data Analysis, Process Analysis, Databases, Data Management, Extract, Transform, Load, Statistical Programming, SQL, Business Analysis, Spreadsheet Software, Operational Analysis, Data Analysis Software, Microsoft Excel, Visualization (Computer Graphics), Communication, Critical Thinking, Interactive Data Visualization, Programming Principles, Statistical Visualization, Collaboration, Organizational Development, Plot (Graphics), R Programming, Strategy, Tableau Software, Storytelling, Strategy and Operations, Business Communication, Graph Theory, Project Management, Data Structures, Graphic Design, Leadership and Management, System Security. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
MedCerts,Pharmacy Technician Fundamentals,"{"" Communication"","" Leadership and Management""}",4.7,126,Beginner , Specialization ,90.0,False,"Pharmacy Technician Fundamentals by MedCerts is a beginner-level online program designed to teach key skills such as Communication, Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Tools for Data Science,"{"" Data Science"","" R Programming"","" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Python Programming""}",4.5,27.6k,Beginner , Course ,40.0,False,"Tools for Data Science by IBM is a beginner-level online program designed to teach key skills such as Data Science, R Programming, Cloud Computing, Computer Programming, IBM Cloud, Python Programming. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Multiple educators,Practical Data Science on the AWS Cloud,"{"" Amazon Web Services"","" Exploratory Data Analysis""}",4.5,524,Advanced , Specialization ,40.0,False,"Practical Data Science on the AWS Cloud by Multiple educators is a advanced-level online program designed to teach key skills such as Amazon Web Services, Exploratory Data Analysis. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Università Bocconi,Private Equity and Venture Capital,"{"" Business Analysis"","" Entrepreneurial Finance"","" Finance"","" Financial Management"","" Investment Management"","" Mergers & Acquisitions"","" Entrepreneurship"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.8,7.8k,Mixed , Course ,40.0,False,"Private Equity and Venture Capital by Università Bocconi is a mixed-level online program designed to teach key skills such as Business Analysis, Entrepreneurial Finance, Finance, Financial Management, Investment Management, Mergers & Acquisitions, Entrepreneurship, Decision Making, Financial Analysis, Strategy. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Foundations of Business Intelligence,"{"" Business Intelligence"","" Leadership and Management""}",4.8,670,Advanced , Course ,25.0,False,"Foundations of Business Intelligence by Google is a advanced-level online program designed to teach key skills such as Business Intelligence, Leadership and Management. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Davis",Geographic Information Systems  (GIS),"{"" ArcGIS"","" Data Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Data Visualization"","" GIS Software"","" Geovisualization"","" Data Visualization Software"","" Databases"","" Interactive Data Visualization"","" Leadership and Management""}",4.8,5.8k,Beginner , Specialization ,90.0,False,"Geographic Information Systems  (GIS) by University of California, Davis is a beginner-level online program designed to teach key skills such as ArcGIS, Data Analysis, Spatial Analysis, Spatial Data Analysis, Data Visualization, GIS Software, Geovisualization, Data Visualization Software, Databases, Interactive Data Visualization, Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Minnesota,Human Resource Management: HR for People Managers,"{"" Human Resources"","" Human Resources Operations"","" Employee Relations"","" Strategy and Operations"","" People Management"","" Leadership and Management"","" Communication"","" Strategy"","" Compensation"","" People Development"","" Performance Management"","" Organizational Development"","" Planning"","" Professional Development"","" Recruitment"","" Business Psychology"","" Human Learning"","" People Analysis"","" Benefits"","" Business Analysis"","" Culture""}",4.8,13.8k,Beginner , Specialization ,90.0,False,"Human Resource Management: HR for People Managers by University of Minnesota is a beginner-level online program designed to teach key skills such as Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, Human Learning, People Analysis, Benefits, Business Analysis, Culture. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Yale University,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"{"" Negotiation"","" Game Theory"","" Strategy""}",4.9,4.7k,Mixed , Course ,40.0,False,"Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator by Yale University is a mixed-level online program designed to teach key skills such as Negotiation, Game Theory, Strategy. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Alberta,Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",4.7,11.3k,Beginner , Specialization ,90.0,False,"Software Product Management by University of Alberta is a beginner-level online program designed to teach key skills such as Software Engineering, Agile Software Development, Product Management, Design and Product, Leadership and Management, Project Management, Planning, Application Development, Product Design, Entrepreneurship, Strategy and Operations, Business Analysis, Collaboration, User Experience, Scrum (Software Development), Supply Chain and Logistics. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Irvine",Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",4.7,34.9k,Beginner , Specialization ,90.0,False,"Project Management & Other Tools for Career Development by University of California, Irvine is a beginner-level online program designed to teach key skills such as Project Management, Communication, Collaboration, Decision Making, Leadership and Management, Strategy and Operations, Business Communication, People Management, Business Analysis, Conflict Management, Critical Thinking, Problem Solving, Professional Development, Customer Relationship Management, Business Development, Negotiation, Planning, Writing, Adaptability, Deep Learning, Business Research, Strategy, Benefits, Data Visualization Software, Risk Management, Scrum (Software Development), User Experience. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of Maryland, College Park","Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",4.5,470,Beginner , Specialization ,90.0,False,"Product Ideation, Design, and Management by University of Maryland, College Park is a beginner-level online program designed to teach key skills such as Leadership and Management, Strategy and Operations, Product Management, Design and Product, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",4.8,6.7k,Beginner , Course ,40.0,False,"Excel Basics for Data Analysis by IBM is a beginner-level online program designed to teach key skills such as Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Irvine",UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",4.7,276,Beginner , Professional Certificate ,90.0,False,"UCI Project Management by University of California, Irvine is a beginner-level online program designed to teach key skills such as Leadership and Management, Strategy and Operations, Project Management, Planning. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google Cloud,Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",4.7,1.3k,Beginner , Specialization ,90.0,False,"Getting started with Google Workspace by Google Cloud is a beginner-level online program designed to teach key skills such as Collaboration, Google Cloud Platform, Communication, Cloud Applications, User Experience, Leadership and Management, Cloud Platforms, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Databases, Design and Product, Visual Design, Graphic Design. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Stanford University,Organizational Analysis,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Decision Making"","" Business Psychology"","" Change Management"","" Culture"","" Business Analysis"","" People Analysis""}",4.6,1.4k,Beginner , Course ,40.0,False,"Organizational Analysis by Stanford University is a beginner-level online program designed to teach key skills such as Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, People Analysis. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Google Data Analytics,"{"" Decision Making"","" Data Analysis"","" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Planning"","" Communication"","" Business Psychology"","" Entrepreneurship"","" Business Development"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Exploratory Data Analysis"","" Process Analysis"","" Data Visualization"","" Operational Analysis"","" Visualization (Computer Graphics)"","" Interactive Data Visualization"","" Spreadsheet Software"","" Databases"","" SQL""}",4.5,115,Beginner , Professional Certificate ,90.0,False,"Google Data Analytics by Google is a beginner-level online program designed to teach key skills such as Decision Making, Data Analysis, Leadership and Management, Strategy, Strategy and Operations, Business Analysis, Design and Product, Planning, Communication, Business Psychology, Entrepreneurship, Business Development, Business Communication, Critical Thinking, Problem Solving, Exploratory Data Analysis, Process Analysis, Data Visualization, Operational Analysis, Visualization (Computer Graphics), Interactive Data Visualization, Spreadsheet Software, Databases, SQL. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Michigan,Programming for Everybody (Getting Started with Python),"{"" Algorithms"","" Computational Logic"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Problem Solving"","" Programming Principles"","" Python Programming"","" Software Engineering"","" Theoretical Computer Science""}",4.8,224.9k,Beginner , Course ,40.0,False,"Programming for Everybody (Getting Started with Python) by University of Michigan is a beginner-level online program designed to teach key skills such as Algorithms, Computational Logic, Computational Thinking, Computer Programming, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Illinois at Urbana-Champaign,Instructional Design Foundations and Applications,"{""(638 reviews)""}",4.0,638,Mixed , Course ,40.0,False,Instructional Design Foundations and Applications by University of Illinois at Urbana-Champaign is a mixed-level online program designed to teach key skills such as (638 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
DeepLearning.AI,Generative AI for Everyone,{Course},,,Course,,,False,Generative AI for Everyone by DeepLearning.AI is a course-level online program designed to teach key skills such as Course. The course typically takes around None to complete and helps learners build a strong foundation for real-world applications.,COURSERA
DeepLearning.AI,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Algorithms"","" Computer Programming"","" Mathematics"","" Python Programming"","" Mathematical Theory & Analysis"","" Tensorflow"","" Human Learning""}",4.9,62.6k,Intermediate , Course ,25.0,False,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization by DeepLearning.AI is a intermediate-level online program designed to teach key skills such as Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Share Data Through the Art of Visualization,"{"" Business Communication"","" Data Analysis"","" Data Visualization"","" Data Visualization Software"","" Tableau Software""}",4.6,7.7k,Beginner , Course ,25.0,False,"Share Data Through the Art of Visualization by Google is a beginner-level online program designed to teach key skills such as Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
DeepLearning.AI,AI for Medicine,"{"" Machine Learning"","" Machine Learning Algorithms"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Statistical Programming"","" Probability & Statistics"","" Natural Language Processing""}",4.7,2.2k,Intermediate , Specialization ,40.0,False,"AI for Medicine by DeepLearning.AI is a intermediate-level online program designed to teach key skills such as Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics, Natural Language Processing. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Foundations of Data Science,"{"" Communication"","" Data Analysis"","" Planning"","" Project Management""}",4.7,1.3k,Advanced , Course ,40.0,False,"Foundations of Data Science by Google is a advanced-level online program designed to teach key skills such as Communication, Data Analysis, Planning, Project Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Sound the Alarm: Detection and Response,"{"" Linux"","" Network Security"","" Computer Security Incident Management"","" Leadership and Management""}",4.8,746,Beginner , Course ,25.0,False,"Sound the Alarm: Detection and Response by Google is a beginner-level online program designed to teach key skills such as Linux, Network Security, Computer Security Incident Management, Leadership and Management. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Microsoft,Microsoft Azure Fundamentals AZ-900 Exam Prep,"{"" Cloud Computing"","" Microsoft Azure"","" Cloud Management"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Network Security"","" Cloud Engineering"","" Cloud Standards"","" DevOps"","" Leadership and Management"","" System Security"","" Cloud Storage"","" Machine Learning"","" Software As A Service"","" Cloud-Based Integration"","" Software Security"","" Data Management"","" Network Architecture"","" Security Software"","" Account Management"","" Database Administration"","" Databases"","" Web Development Tools""}",4.6,2.4k,Beginner , Specialization ,90.0,False,"Microsoft Azure Fundamentals AZ-900 Exam Prep by Microsoft is a beginner-level online program designed to teach key skills such as Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Network Architecture, Security Software, Account Management, Database Administration, Databases, Web Development Tools. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,Project Management,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" Product Management"","" Agile Software Development"","" People Management"","" Strategy"","" Scrum (Software Development)"","" Performance Management"","" Risk Management"","" Business Process Management"","" Business Communication"","" Decision Making"","" Organizational Development"","" Product Development"","" Data Analysis"","" Estimation"","" Budget Management""}",4.8,452,Beginner , Specialization ,40.0,False,"Project Management by University of Colorado Boulder is a beginner-level online program designed to teach key skills such as Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Organizational Development, Product Development, Data Analysis, Estimation, Budget Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Stanford University,Game Theory,"{"" Decision Making"","" Game Theory"","" General Statistics"","" Problem Solving"","" Critical Thinking"","" Mathematical Theory & Analysis""}",4.6,4.5k,Beginner , Course ,40.0,False,"Game Theory by Stanford University is a beginner-level online program designed to teach key skills such as Decision Making, Game Theory, General Statistics, Problem Solving, Critical Thinking, Mathematical Theory & Analysis. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
California Institute of the Arts,UI / UX Design,"{"" Design and Product"","" Front-End Web Development"","" Graphic Design"","" Interactive Design"","" Research and Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design"","" Strategy""}",4.7,7.2k,Beginner , Specialization ,90.0,False,"UI / UX Design by California Institute of the Arts is a beginner-level online program designed to teach key skills such as Design and Product, Front-End Web Development, Graphic Design, Interactive Design, Research and Design, User Experience, User Experience Design, Visual Design, Visualization (Computer Graphics), Web Design, Strategy. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IESE Business School,Foundations of Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Communication"","" Customer Analysis"","" Design and Product"","" Human Resources"","" Market Analysis"","" Marketing"","" Strategy and Operations"","" Finance"","" Financial Management"","" Leadership Development"","" Marketing Design"","" Product Marketing"","" Strategy"","" Employee Relations"","" Management Accounting"","" Market Research"","" People Development"","" People Management"","" Business Psychology"","" Collaboration"","" Culture"","" Financial Analysis""}",4.8,4.7k,Beginner , Specialization ,90.0,False,"Foundations of Management by IESE Business School is a beginner-level online program designed to teach key skills such as Leadership and Management, Accounting, Financial Accounting, Communication, Customer Analysis, Design and Product, Human Resources, Market Analysis, Marketing, Strategy and Operations, Finance, Financial Management, Leadership Development, Marketing Design, Product Marketing, Strategy, Employee Relations, Management Accounting, Market Research, People Development, People Management, Business Psychology, Collaboration, Culture, Financial Analysis. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Intuit,Bookkeeping Basics,"{"" Accounting"","" General Accounting"","" Accounting Software"","" Finance""}",4.6,4k,Beginner , Course ,25.0,False,"Bookkeeping Basics by Intuit is a beginner-level online program designed to teach key skills such as Accounting, General Accounting, Accounting Software, Finance. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
LearnQuest,Scrum Master Certification,"{"" Agile Software Development"","" Scrum (Software Development)"","" Project Management"","" Software Engineering"","" Continuous Delivery"","" Product Development"","" Continuous Integration"","" Leadership and Management"","" Product Management"","" Collaboration"","" DevOps"","" Software Testing"","" Product Lifecycle"","" Planning"","" Process Analysis"","" Software Engineering Tools"","" System Software"","" Business Communication"","" Devops Tools"","" Risk Management""}",4.7,2.5k,Beginner , Specialization ,90.0,False,"Scrum Master Certification by LearnQuest is a beginner-level online program designed to teach key skills such as Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, DevOps, Software Testing, Product Lifecycle, Planning, Process Analysis, Software Engineering Tools, System Software, Business Communication, Devops Tools, Risk Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Illinois at Urbana-Champaign,Financial Analysis - Skills for Success,"{"" Finance"","" Financial Accounting"","" Accounts Payable and Receivable"","" Accounting"","" General Accounting"","" Financial Analysis"","" Leadership and Management"","" Cost Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Business Analysis"","" Management Accounting"","" Risk Management"","" Data Analysis"","" Planning""}",4.7,160,Beginner , Specialization ,40.0,False,"Financial Analysis - Skills for Success by University of Illinois at Urbana-Champaign is a beginner-level online program designed to teach key skills such as Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Business Analysis, Management Accounting, Risk Management, Data Analysis, Planning. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,From Likes to Leads: Interact with Customers Online,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Social Media"","" Advertising"","" Data Analysis"","" Strategy""}",4.8,2.1k,Beginner , Course ,40.0,False,"From Likes to Leads: Interact with Customers Online by Google is a beginner-level online program designed to teach key skills such as Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Social Media, Advertising, Data Analysis, Strategy. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google Cloud,Google Professional Workspace Administrator,"{"" Leadership and Management"","" Account Management"","" Google Cloud Platform"","" Cloud Management"","" System Security"","" Cloud Applications"","" Cloud Platforms"","" Security Engineering"","" Operations Management"","" Software Security"","" Network Security"","" Cloud Computing"","" Data Management"","" Security Strategy"","" Cloud Infrastructure"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Change Management"","" Cloud-Based Integration"","" Database Administration"","" Collaboration"","" Software As A Service"","" Strategy and Operations"","" Computer Security Incident Management"","" Planning"","" Strategy"","" Security Software"","" Project Management"","" Mobile Security"","" Accounting""}",4.7,2.9k,Beginner , Professional Certificate ,25.0,False,"Google Professional Workspace Administrator by Google Cloud is a beginner-level online program designed to teach key skills such as Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Mobile Security, Accounting. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Data Analysis with R Programming,"{"" R Programming"","" Data Analysis"","" Computer Programming"","" SQL""}",4.8,8.7k,Beginner , Course ,40.0,False,"Data Analysis with R Programming by Google is a beginner-level online program designed to teach key skills such as R Programming, Data Analysis, Computer Programming, SQL. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
