instructor,title,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,description,platform
Berklee,How to Play Guitar,"{"" Creativity""}",4.7,2.5k,Beginner , Specialization ,90.0,False,How to Play Guitar by Berklee is a beginner-level online program designed to teach key skills such as Creativity. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Colorado Boulder,Databases for Data Scientists,"{"" Databases"","" Data Management"","" SQL"","" Database Design"","" Database Administration"","" Data Model"","" Database Theory"","" PostgreSQL"","" Critical Thinking"","" Database Application"","" Problem Solving"","" Data Analysis"","" Data Structures"","" Decision Making"","" Big Data"","" NoSQL"","" Data Science"","" Data Warehousing""}",4.7,647,Beginner , Specialization ,90.0,True,"Databases for Data Scientists by University of Colorado Boulder is a beginner-level online program designed to teach key skills such as Databases, Data Management, SQL, Database Design, Database Administration, Data Model, Database Theory, PostgreSQL, Critical Thinking, Database Application, Problem Solving, Data Analysis, Data Structures, Decision Making, Big Data, NoSQL, Data Science, Data Warehousing. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,Introduction to Python Programming,"{"" Python Programming"","" Computer Programming"","" Programming Principles"","" Computational Logic"","" Computational Thinking"","" Computer Programming Tools"","" Critical Thinking"","" Problem Solving"","" Data Structures""}",4.5,998,Beginner , Course ,25.0,False,"Introduction to Python Programming by University of Pennsylvania is a beginner-level online program designed to teach key skills such as Python Programming, Computer Programming, Programming Principles, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Data Structures. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Universidad Nacional Autónoma de México,Contabilidad para no contadores,"{"" Accounting"","" Finance"","" Financial Accounting"","" General Accounting"","" Accounts Payable and Receivable"","" Business Analysis"","" Financial Analysis"","" Operational Analysis"","" Planning"","" Calculus""}",4.8,8.6k,Beginner , Course ,40.0,False,"Contabilidad para no contadores by Universidad Nacional Autónoma de México is a beginner-level online program designed to teach key skills such as Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,Introduction to Embedded Systems Software and Development Environments,"{"" C Programming Language Family"","" Computer Architecture"","" Computer Programming"","" Computer Programming Tools"","" Software Engineering"","" Microarchitecture"","" Software Architecture"","" Software Engineering Tools"","" System Software"","" Systems Design""}",4.5,593,Intermediate , Course ,25.0,False,"Introduction to Embedded Systems Software and Development Environments by University of Colorado Boulder is a intermediate-level online program designed to teach key skills such as C Programming Language Family, Computer Architecture, Computer Programming, Computer Programming Tools, Software Engineering, Microarchitecture, Software Architecture, Software Engineering Tools, System Software, Systems Design. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Rice University,Spanish for Successful Communication in Healthcare Settings,"{"" Communication""}",4.8,273,Intermediate , Course ,40.0,False,Spanish for Successful Communication in Healthcare Settings by Rice University is a intermediate-level online program designed to teach key skills such as Communication. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Università Bocconi,International Leadership and Organizational Behavior,"{"" Leadership and Management"","" Business Psychology"","" Culture"","" Human Resources"","" Communication"","" Entrepreneurship"","" Leadership Development"","" Organizational Development"","" Conflict Management""}",4.8,3.1k,Mixed , Course ,40.0,False,"International Leadership and Organizational Behavior by Università Bocconi is a mixed-level online program designed to teach key skills such as Leadership and Management, Business Psychology, Culture, Human Resources, Communication, Entrepreneurship, Leadership Development, Organizational Development, Conflict Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,3.7k,Mixed , Course ,25.0,False,"Introduction to Spreadsheets and Models by University of Pennsylvania is a mixed-level online program designed to teach key skills such as Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Correlation And Dependence, Computer Programming. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising","{"" Advertising"","" Advertising Sales"","" Digital Marketing"","" Google App Engine"","" Market Research"","" Marketing"","" Search Engine Optimization"","" E-Commerce"","" Marketing Management"","" Strategy"","" Social Media""}",4.5,650,Beginner , Specialization ,90.0,False,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising by University of Colorado Boulder is a beginner-level online program designed to teach key skills such as Advertising, Advertising Sales, Digital Marketing, Google App Engine, Market Research, Marketing, Search Engine Optimization, E-Commerce, Marketing Management, Strategy, Social Media. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Pennsylvania,Improving Communication Skills,"{"" Communication"","" Negotiation""}",4.7,1.9k,Beginner , Course ,25.0,False,"Improving Communication Skills by University of Pennsylvania is a beginner-level online program designed to teach key skills such as Communication, Negotiation. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Digital Marketing Institute,Social Media Marketing in Practice,"{"" Marketing"","" Communication"","" Digital Marketing"","" Social Media"","" Strategy"","" Media Strategy & Planning"","" Brand Management"","" Advertising"","" Strategy and Operations"","" Leadership and Management"","" Influencing"","" Marketing Management"","" Problem Solving""}",4.5,316,Beginner , Specialization ,90.0,False,"Social Media Marketing in Practice by Digital Marketing Institute is a beginner-level online program designed to teach key skills such as Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IE Business School,Marketing Mix Implementation,"{"" Marketing"","" Product Strategy"","" Strategy"","" Customer Analysis"","" Market Analysis"","" Retail Sales"","" Strategy and Operations"","" Brand Management"","" Leadership and Management"","" Customer Relationship Management"","" Product Management"","" Sales"","" Business Development"","" Communication"","" Market Research"","" Marketing Management"","" Retail Store Operations"","" Supply Chain and Logistics"","" Advertising"","" Business Analysis"","" Business Psychology"","" Cost Accounting"","" Design and Product"","" Media Strategy & Planning"","" Finance"","" Marketing Psychology"","" Public Relations""}",4.7,5.6k,Beginner , Specialization ,90.0,False,"Marketing Mix Implementation by IE Business School is a beginner-level online program designed to teach key skills such as Marketing, Product Strategy, Strategy, Customer Analysis, Market Analysis, Retail Sales, Strategy and Operations, Brand Management, Leadership and Management, Customer Relationship Management, Product Management, Sales, Business Development, Communication, Market Research, Marketing Management, Retail Store Operations, Supply Chain and Logistics, Advertising, Business Analysis, Business Psychology, Cost Accounting, Design and Product, Media Strategy & Planning, Finance, Marketing Psychology, Public Relations. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Georgia Institute of Technology,Introduction to Electronics,"{"" Problem Solving""}",4.7,2.4k,Mixed , Course ,40.0,False,Introduction to Electronics by Georgia Institute of Technology is a mixed-level online program designed to teach key skills such as Problem Solving. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Manchester   ,Industrial Biotechnology,"{""(3.1k reviews)""}",4.7,3.1k,Beginner , Course ,40.0,False,Industrial Biotechnology by University of Manchester is a beginner-level online program designed to teach key skills such as (3.1k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
SAS,SAS Visual Business Analytics,"{"" Data Analysis"","" Data Visualization"","" SAS (Software)"","" Interactive Data Visualization"","" Business Analysis"","" Data Analysis Software"","" Statistical Visualization"","" Data Management"","" Statistical Programming"","" Data Visualization Software"","" Business Intelligence"","" Exploratory Data Analysis"","" Data Structures"","" Statistical Analysis"","" Visualization (Computer Graphics)"","" Computer Graphics"","" Network Analysis"","" Algorithms"","" Forecasting""}",4.7,1.1k,Beginner , Professional Certificate ,90.0,False,"SAS Visual Business Analytics by SAS is a beginner-level online program designed to teach key skills such as Data Analysis, Data Visualization, SAS (Software), Interactive Data Visualization, Business Analysis, Data Analysis Software, Statistical Visualization, Data Management, Statistical Programming, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Computer Graphics, Network Analysis, Algorithms, Forecasting. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Fundamentos del marketing digital y comercio electrónico,"{"" E-Commerce"","" Marketing"","" Strategy""}",4.9,595,Beginner , Course ,25.0,False,"Fundamentos del marketing digital y comercio electrónico by Google is a beginner-level online program designed to teach key skills such as E-Commerce, Marketing, Strategy. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Minnesota,Information​ ​Systems,"{"" Business Process Management"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" Project Management"","" Business Analysis"","" Data Management"","" Product Management"","" Business Development"","" Planning"","" Process Analysis"","" Software As A Service"","" Business Design"","" Communication"","" Organizational Development"","" Risk Management"","" Agile Software Development"","" Cloud Computing"","" Operations Management"","" Systems Design"","" Cloud Load Balancing"","" Computer Architecture"","" Design and Product"","" Security Engineering"","" Software-Defined Networking"","" Supply Chain and Logistics"","" BlockChain"","" Cloud Storage"","" Machine Learning Algorithms"","" Mobile Security"","" Operating Systems""}",4.8,1.8k,Beginner , Specialization ,90.0,False,"Information​ ​Systems by University of Minnesota is a beginner-level online program designed to teach key skills such as Business Process Management, Leadership and Management, Strategy and Operations, Business Transformation, Project Management, Business Analysis, Data Management, Product Management, Business Development, Planning, Process Analysis, Software As A Service, Business Design, Communication, Organizational Development, Risk Management, Agile Software Development, Cloud Computing, Operations Management, Systems Design, Cloud Load Balancing, Computer Architecture, Design and Product, Security Engineering, Software-Defined Networking, Supply Chain and Logistics, BlockChain, Cloud Storage, Machine Learning Algorithms, Mobile Security, Operating Systems. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Stanford University,Fundamentals of Machine Learning for Healthcare,"{"" Machine Learning""}",4.8,352,Beginner , Course ,40.0,False,Fundamentals of Machine Learning for Healthcare by Stanford University is a beginner-level online program designed to teach key skills such as Machine Learning. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Toronto,Learn to Program: The Fundamentals,"{"" Computer Programming"","" Python Programming"","" Computational Logic"","" Problem Solving"","" Programming Principles"","" Computer Programming Tools"","" Critical Thinking"","" Computational Thinking"","" Algorithms"","" Mathematics""}",4.7,6.3k,Beginner , Course ,40.0,False,"Learn to Program: The Fundamentals by University of Toronto is a beginner-level online program designed to teach key skills such as Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Mathematics. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Università Bocconi,Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,4.3k,Mixed , Course ,40.0,False,"Food & Beverage Management by Università Bocconi is a mixed-level online program designed to teach key skills such as Design and Product, Marketing, Business Analysis, Customer Analysis, Product Marketing, Product Strategy, Brand Management, Leadership and Management, Market Analysis, Sales, Strategy, Strategy and Operations. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
DeepLearning.AI,AI For Everyone （すべての人のためのAIリテラシー講座）,"{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Machine Learning Software"","" Business Analysis"","" Business Process Management"","" Data Analysis"","" Human Learning"","" Machine Learning Algorithms"","" Algorithms""}",4.8,245,Beginner , Course ,40.0,False,"AI For Everyone （すべての人のためのAIリテラシー講座） by DeepLearning.AI is a beginner-level online program designed to teach key skills such as Applied Machine Learning, Deep Learning, Machine Learning, Machine Learning Software, Business Analysis, Business Process Management, Data Analysis, Human Learning, Machine Learning Algorithms, Algorithms. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of London,Introduction to English Common Law,"{""(1.7k reviews)""}",4.8,1.7k,Beginner , Course ,40.0,False,Introduction to English Common Law by University of London is a beginner-level online program designed to teach key skills such as (1.7k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Red Hat,Linux and Private Cloud Administration on IBM Power Systems,"{"" Computer Architecture"","" Cloud Computing"","" IBM Cloud"","" Cloud Platforms"","" Operating Systems"","" Cloud Infrastructure"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Systems Design"","" Computer Networking"","" Linux""}",4.8,930,Intermediate , Specialization ,90.0,False,"Linux and Private Cloud Administration on IBM Power Systems by Red Hat is a intermediate-level online program designed to teach key skills such as Computer Architecture, Cloud Computing, IBM Cloud, Cloud Platforms, Operating Systems, Cloud Infrastructure, Cloud Management, Other Cloud Platforms and Tools, Systems Design, Computer Networking, Linux. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Google Cybersecurity,"{""""}",,,,,,False,Google Cybersecurity by Google is a nan-level online program designed to teach key skills such as various essential professional abilities. The course typically takes around None to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Google,Suporte em TI do Google,"{"" Computer Networking"","" Network Security"","" Communication"","" Computer Architecture"","" Customer Support"","" Operating Systems"","" Network Architecture"","" Networking Hardware"","" Security Engineering"","" Network Model"","" Cloud Computing"","" Software As A Service"","" System Security"","" System Software"","" Network Analysis"","" Software Security"","" Human Computer Interaction"","" Cryptography"","" Leadership and Management"","" Security Software"","" Problem Solving"","" Computer Security Incident Management"","" Linux"","" Machine Learning Software""}",4.9,6.1k,Beginner , Professional Certificate ,90.0,False,"Suporte em TI do Google by Google is a beginner-level online program designed to teach key skills such as Computer Networking, Network Security, Communication, Computer Architecture, Customer Support, Operating Systems, Network Architecture, Networking Hardware, Security Engineering, Network Model, Cloud Computing, Software As A Service, System Security, System Software, Network Analysis, Software Security, Human Computer Interaction, Cryptography, Leadership and Management, Security Software, Problem Solving, Computer Security Incident Management, Linux, Machine Learning Software. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Colorado Boulder,Project Management: Foundations and Initiation,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" People Management"","" Performance Management"","" Product Management"","" Business Communication"","" Business Process Management"","" Strategy""}",4.8,300,Beginner , Course ,25.0,False,"Project Management: Foundations and Initiation by University of Colorado Boulder is a beginner-level online program designed to teach key skills such as Leadership and Management, Project Management, Planning, Strategy and Operations, People Management, Performance Management, Product Management, Business Communication, Business Process Management, Strategy. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Universiteit Leiden,Terrorism and Counterterrorism: Comparing Theory and Practice,"{""(3.1k reviews)""}",4.8,3.1k,Beginner , Course ,40.0,False,Terrorism and Counterterrorism: Comparing Theory and Practice by Universiteit Leiden is a beginner-level online program designed to teach key skills such as (3.1k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Georgia Institute of Technology,Fundamentals of Engineering Exam Review,"{""(602 reviews)""}",4.7,602,Mixed , Course ,40.0,False,Fundamentals of Engineering Exam Review by Georgia Institute of Technology is a mixed-level online program designed to teach key skills such as (602 reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
London Business School,Future Ready Company,"{""Intermediate · Specialization · 3 - 6 Months""}",,,Intermediate , Specialization ,90.0,False,Future Ready Company by London Business School is a intermediate-level online program designed to teach key skills such as Intermediate · Specialization · 3 - 6 Months. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Tally Education,Tally Bookkeeper,"{"" Accounting Software"","" Accounting"","" Finance"","" Financial Accounting"","" General Accounting"","" Data Management"","" Taxes"","" Billing & Invoicing"","" Cash Management"","" Cost Accounting"","" Inventory Management"","" Supply Chain and Logistics"","" Financial Management"","" Payments"","" Accounts Payable and Receivable"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Banking"","" Budget Management"","" Corporate Accouting"","" Data Architecture"","" Shipping and Receiving""}",4.5,94,Beginner , Professional Certificate ,90.0,False,"Tally Bookkeeper by Tally Education is a beginner-level online program designed to teach key skills such as Accounting Software, Accounting, Finance, Financial Accounting, General Accounting, Data Management, Taxes, Billing & Invoicing, Cash Management, Cost Accounting, Inventory Management, Supply Chain and Logistics, Financial Management, Payments, Accounts Payable and Receivable, Business Analysis, Data Analysis, Financial Analysis, Banking, Budget Management, Corporate Accouting, Data Architecture, Shipping and Receiving. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Using Python to Interact with the Operating System,"{"" Computer Programming"","" Python Programming""}",4.7,5.9k,Beginner , Course ,40.0,False,"Using Python to Interact with the Operating System by Google is a beginner-level online program designed to teach key skills such as Computer Programming, Python Programming. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of Minnesota,Integrative Health and Medicine,"{"" Leadership and Management""}",4.8,1.6k,Beginner , Specialization ,90.0,False,Integrative Health and Medicine by University of Minnesota is a beginner-level online program designed to teach key skills such as Leadership and Management. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
Universiteit Leiden,International Law in Action: the Arbitration of International Disputes,"{""(1.1k reviews)""}",4.8,1.1k,Mixed , Course ,40.0,False,International Law in Action: the Arbitration of International Disputes by Universiteit Leiden is a mixed-level online program designed to teach key skills such as (1.1k reviews). The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
IBM,DataOps Methodology,"{"" Data Management"","" Leadership and Management"","" Data Analysis"","" Data Architecture"","" Data Model""}",4.7,38,Beginner , Course ,40.0,False,"DataOps Methodology by IBM is a beginner-level online program designed to teach key skills such as Data Management, Leadership and Management, Data Analysis, Data Architecture, Data Model. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
University of London,Introduction to Computer Science and Programming,"{"" Mathematical Theory & Analysis"","" Mathematics"","" Problem Solving"","" Algebra"","" Calculus"","" Computer Networking"","" Applied Mathematics"","" Critical Thinking"","" Theoretical Computer Science"","" Computer Programming"","" Javascript""}",4.2,1.4k,Beginner , Specialization ,90.0,False,"Introduction to Computer Science and Programming by University of London is a beginner-level online program designed to teach key skills such as Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,"Cybersecurity Roles, Processes & Operating System Security","{"" Cloud Computing"","" Linux"","" Operating Systems"","" System Security""}",4.6,5.2k,Beginner , Course ,40.0,False,"Cybersecurity Roles, Processes & Operating System Security by IBM is a beginner-level online program designed to teach key skills such as Cloud Computing, Linux, Operating Systems, System Security. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Northwestern University,Sports Marketing,"{"" Communication"","" Marketing""}",4.7,1.2k,Intermediate , Course ,40.0,False,"Sports Marketing by Northwestern University is a intermediate-level online program designed to teach key skills such as Communication, Marketing. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Meta,Version Control,"{"" Collaboration"","" Linux"","" Software Engineering"","" Software Engineering Tools"","" Web Development""}",4.6,2.5k,Beginner , Course ,25.0,False,"Version Control by Meta is a beginner-level online program designed to teach key skills such as Collaboration, Linux, Software Engineering, Software Engineering Tools, Web Development. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Michigan State University,Become a Journalist: Report the News!,"{"" Journalism"","" Communication"","" Writing""}",4.7,1.6k,Beginner , Specialization ,90.0,False,"Become a Journalist: Report the News! by Michigan State University is a beginner-level online program designed to teach key skills such as Journalism, Communication, Writing. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
IBM,Introduction to Deep Learning & Neural Networks with Keras,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Network Model"","" Applied Machine Learning"","" Network Architecture"","" Python Programming"","" Regression""}",4.7,1.4k,Intermediate , Course ,40.0,False,"Introduction to Deep Learning & Neural Networks with Keras by IBM is a intermediate-level online program designed to teach key skills such as Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
MedCerts,Professionalism in Allied Health,"{"" Communication"","" Leadership and Management""}",4.8,97,Beginner , Course ,40.0,False,"Professionalism in Allied Health by MedCerts is a beginner-level online program designed to teach key skills such as Communication, Leadership and Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Duke University,"Python, Bash and SQL Essentials for Data Engineering","{"" Computer Programming"","" Programming Principles"","" Python Programming"","" Computer Programming Tools"","" Data Management"","" Data Structures"","" Cloud Applications"","" Databases"","" Software Engineering Tools"","" SQL"","" Exploratory Data Analysis"","" Operating Systems"","" Amazon Web Services"","" Data Analysis"","" Extract"","" Transform"","" Load"","" Cloud Engineering"","" Cloud Platforms"","" DevOps"","" Machine Learning"","" Problem Solving"","" Small Data"","" Big Data"","" Computational Logic"","" Linux"","" Database Application""}",4.5,298,Beginner , Specialization ,90.0,False,"Python, Bash and SQL Essentials for Data Engineering by Duke University is a beginner-level online program designed to teach key skills such as Computer Programming, Programming Principles, Python Programming, Computer Programming Tools, Data Management, Data Structures, Cloud Applications, Databases, Software Engineering Tools, SQL, Exploratory Data Analysis, Operating Systems, Amazon Web Services, Data Analysis, Extract, Transform, Load, Cloud Engineering, Cloud Platforms, DevOps, Machine Learning, Problem Solving, Small Data, Big Data, Computational Logic, Linux, Database Application. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Vanderbilt University,Introduction to Programming with MATLAB,"{"" Computer Programming"","" Matlab"","" Problem Solving"","" Programming Principles""}",4.8,17.3k,Beginner , Course ,40.0,False,"Introduction to Programming with MATLAB by Vanderbilt University is a beginner-level online program designed to teach key skills such as Computer Programming, Matlab, Problem Solving, Programming Principles. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Stanford University,Introduction to Clinical Data,"{"" Data Analysis"","" Data Mining""}",4.6,250,Beginner , Course ,40.0,False,"Introduction to Clinical Data by Stanford University is a beginner-level online program designed to teach key skills such as Data Analysis, Data Mining. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Yale University,American Contract Law I,"{"" Contract Management""}",4.9,856,Beginner , Course ,40.0,False,American Contract Law I by Yale University is a beginner-level online program designed to teach key skills such as Contract Management. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Michigan,Data Collection and Processing with Python,"{"" Computer Programming"","" Python Programming""}",4.7,3.8k,Intermediate , Course ,25.0,False,"Data Collection and Processing with Python by University of Michigan is a intermediate-level online program designed to teach key skills such as Computer Programming, Python Programming. The course typically takes around 1 - 4 Weeks to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Coursera Project Network,Wireshark for Beginners: Capture Packets,"{""(46 reviews)""}",4.8,46,Beginner , Guided Project ,2.0,False,Wireshark for Beginners: Capture Packets by Coursera Project Network is a beginner-level online program designed to teach key skills such as (46 reviews). The course typically takes around Less Than 2 Hours to complete and helps learners build a strong foundation for real-world applications.,COURSERA
University of Alberta,Fundamentals of Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Machine Learning Algorithms"","" Python Programming"","" Statistical Programming"","" Computer Programming"","" Decision Making""}",4.8,2.7k,Intermediate , Course ,40.0,False,"Fundamentals of Reinforcement Learning by University of Alberta is a intermediate-level online program designed to teach key skills such as Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Copenhagen Business School,Strategic Management and Innovation,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Development"","" Organizational Development"","" Decision Making"","" Marketing"","" Planning"","" Entrepreneurship"","" Sales"","" Business Transformation"","" Communication"","" Product Strategy"","" Business Analysis"","" Operations Management"","" Collaboration"","" Employee Relations"","" Innovation""}",4.7,4.8k,Beginner , Specialization ,90.0,False,"Strategic Management and Innovation by Copenhagen Business School is a beginner-level online program designed to teach key skills such as Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Entrepreneurship, Sales, Business Transformation, Communication, Product Strategy, Business Analysis, Operations Management, Collaboration, Employee Relations, Innovation. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
"University of California, Davis",Computational Social Science,"{"" Big Data"","" Computational Thinking"","" Data Analysis"","" Machine Learning"","" Human Learning"","" Network Analysis"","" Machine Learning Algorithms"","" Social Media"","" Critical Thinking"","" Data Management"","" Natural Language Processing"","" Algorithms"","" Exploratory Data Analysis"","" Network Architecture"","" Network Model"","" Probability & Statistics"","" Theoretical Computer Science"","" Applied Machine Learning"","" Computer Networking"","" Computer Programming"","" Data Model"","" Statistical Machine Learning"","" General Statistics"","" Graph Theory""}",4.6,914,Beginner , Specialization ,90.0,False,"Computational Social Science by University of California, Davis is a beginner-level online program designed to teach key skills such as Big Data, Computational Thinking, Data Analysis, Machine Learning, Human Learning, Network Analysis, Machine Learning Algorithms, Social Media, Critical Thinking, Data Management, Natural Language Processing, Algorithms, Exploratory Data Analysis, Network Architecture, Network Model, Probability & Statistics, Theoretical Computer Science, Applied Machine Learning, Computer Networking, Computer Programming, Data Model, Statistical Machine Learning, General Statistics, Graph Theory. The course typically takes around 3 - 6 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
CompTIA,CompTIA a+_ cyber,"{"" Cloud Computing"","" Cyberattacks"","" Data Management"","" Human Computer Interaction"","" Network Security"","" Operating Systems""}",4.5,11,Beginner , Specialization ,40.0,False,"CompTIA a+_ cyber by CompTIA is a beginner-level online program designed to teach key skills such as Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems. The course typically takes around 1 - 3 Months to complete and helps learners build a strong foundation for real-world applications.",COURSERA
Google,Google Project Management:,"{""""}",,,,,,False,Google Project Management: by Google is a nan-level online program designed to teach key skills such as various essential professional abilities. The course typically takes around None to complete and helps learners build a strong foundation for real-world applications.,COURSERA
